date,yield_rate
2004-09-06,2.102527884309075
2004-09-07,2.1185269346302498
2004-09-08,2.1290003432365254
2004-09-09,2.1123363860039417
2004-09-10,2.0952459336438167
2004-09-13,2.11081622077135
2004-09-14,2.1074363537501006
2004-09-15,2.1110931977284304
2004-09-16,2.119161378137515
2004-09-17,2.1094909094079437
2004-09-20,2.10735963785428
2004-09-21,2.113843889845032
2004-09-22,2.1163896580063453
2004-09-23,2.0957893976934887
2004-09-24,2.118050323284787
2004-09-27,2.1117398337649327
2004-09-28,2.1103872520949993
2004-09-29,2.1215435048017883
2004-09-30,2.113202280203587
2004-10-01,2.1144422912603105
2004-10-04,2.1176113347434473
2004-10-05,2.113149602492023
2004-10-06,2.116999346439523
2004-10-07,2.1152810002453597
2004-10-08,2.088858116243011
2004-10-11,2.0935194656930687
2004-10-12,2.0801623950024446
2004-10-13,2.0891925680962773
2004-10-14,2.081814031922587
2004-10-15,2.0730733123190093
2004-10-18,2.0746707503738366
2004-10-19,2.0811043497493418
2004-10-20,2.07532768843396
2004-10-21,2.079452592405153
2004-10-22,2.085103135148599
2004-10-25,2.0779471596281165
2004-10-26,2.08169371038246
2004-10-27,2.086257655953884
2004-10-28,2.107771249017504
2004-10-29,2.0994653132487193
2004-11-01,2.094979891534401
2004-11-02,2.1060623390510753
2004-11-03,2.0779173220127882
2004-11-04,2.0768372058231663
2004-11-05,2.0688609221582377
2004-11-08,2.061000441947978
2004-11-09,2.1349404974426682
2004-11-10,2.1315268456641245
2004-11-11,2.117644967628396
2004-11-12,2.113568271764947
2004-11-15,2.1177699371649576
2004-11-16,2.1300685604404177
2004-11-17,2.1271744745311243
2004-11-18,2.142081488653895
2004-11-19,2.1338471294625796
2004-11-22,2.126407252411019
2004-11-23,2.128850916317008
2004-11-24,2.12432764467575
2004-11-25,2.1061316148569325
2004-11-26,2.1002148917962016
2004-11-29,2.1086408692176764
2004-11-30,2.0978937978834895
2004-12-01,2.084023419178964
2004-12-02,2.104441133130782
2004-12-03,2.0984746970949115
2004-12-06,2.0766158644821995
2004-12-07,2.0734800458334908
2004-12-08,2.0846426893310017
2004-12-09,2.0751392560320925
